Order ID,Order Date,Region,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
ORD-00294,2025-02-11,West,Office Supplies,Binders,Presentation Binder,4,0.2,2549.9,-130.01
ORD-00295,2025-07-07,Central,Office Supplies,Storage,File Cabinet,2,0.2,1142.77,-81.03
ORD-00296,2024-04-10,South,Furniture,Chairs,Ergonomic Chair,7,0.1,294.21,-23.32
ORD-00297,2025-04-06,South,Furniture,Tables,Computer Table,7,0.15,1110.85,57.77
ORD-00298,2025-01-24,West,Technology,Accessories,Keyboard,2,0,458.04,-2.38
ORD-00299,2025-10-11,East,Technology,Accessories,Mouse,6,0,548.32,139.14
ORD-00300,2025-03-31,Central,Office Supplies,Binders,Premium Binder,2,0.05,703.42,44.82
ORD-00301,2025-06-08,South,Furniture,Chairs,Office Chair,6,0.2,527.76,23.8
ORD-00302,2024-11-28,South,Furniture,Tables,Conference Table,7,0,4097.65,317.1
ORD-00303,2024-09-05,East,Technology,Accessories,Keyboard,3,0.1,745.53,16.28
ORD-00304,2024-03-05,East,Office Supplies,Paper,Printer Paper,5,0.15,3034.18,-155.9
ORD-00305,2024-09-09,South,Technology,Machines,Printer,8,0,1005.45,-177.85
ORD-00306,2025-02-09,Central,Technology,Accessories,Mouse,8,0.1,2775.87,482.52
ORD-00307,2025-10-28,East,Office Supplies,Paper,Notebook Paper,4,0.15,1020.49,230.84
ORD-00308,2024-11-22,Central,Technology,Machines,Shredder,8,0.2,4787.54,-383.45
ORD-00309,2024-10-14,South,Office Supplies,Binders,Presentation Binder,4,0.2,3031.89,-446.4
ORD-00310,2025-07-17,West,Technology,Accessories,Headset,4,0.15,2472.45,407.68
ORD-00311,2024-03-11,South,Technology,Accessories,Keyboard,5,0.05,1071.89,-130.34
ORD-00312,2025-03-09,South,Furniture,Tables,Computer Table,8,0.2,2527.97,7.69
ORD-00313,2025-12-09,South,Technology,Phones,Business Phone,2,0,1239.57,151.84
ORD-00314,2024-12-29,East,Technology,Machines,Printer,7,0.1,5277.49,-36.89
ORD-00315,2024-01-11,West,Office Supplies,Binders,Presentation Binder,4,0.15,1200.48,-5.39
ORD-00316,2025-11-26,East,Office Supplies,Binders,Ring Binder,2,0.1,671.7,159.46
ORD-00317,2024-04-28,East,Office Supplies,Paper,Printer Paper,8,0.05,3369.11,-108.76
ORD-00318,2024-04-09,South,Technology,Machines,Scanner,6,0,1525.24,293.89
ORD-00319,2024-04-27,West,Office Supplies,Storage,File Cabinet,3,0.3,583.45,-101.96
ORD-00320,2024-06-12,Central,Technology,Accessories,Mouse,4,0.15,1968.17,-259.33
ORD-00321,2025-11-04,South,Office Supplies,Binders,Presentation Binder,4,0.15,1855.39,-71.68
ORD-00322,2025-12-22,East,Furniture,Tables,Computer Table,2,0.2,188.8,32.31
ORD-00323,2024-07-10,Central,Office Supplies,Binders,Ring Binder,2,0.1,1059.14,21.36
ORD-00324,2025-10-16,Central,Technology,Accessories,Headset,7,0.2,725.52,-49.4
ORD-00325,2025-04-13,East,Technology,Machines,Scanner,2,0.3,230.29,-46.24
ORD-00326,2024-11-08,West,Furniture,Tables,Computer Table,3,0.2,920.55,40.83
ORD-00327,2025-08-11,South,Office Supplies,Binders,Ring Binder,3,0.2,427.94,-41.57
ORD-00328,2024-07-10,Central,Office Supplies,Storage,File Cabinet,6,0,2387.97,-215.49
ORD-00329,2025-01-28,South,Office Supplies,Storage,Storage Box,7,0.3,4371.37,-132.01
ORD-00330,2024-03-25,West,Furniture,Tables,Office Table,5,0.05,2169.22,-249.73
ORD-00331,2025-04-13,South,Technology,Machines,Printer,2,0.1,1217.95,211.57
ORD-00332,2025-01-10,West,Technology,Accessories,Headset,4,0.15,384.56,63.2
ORD-00333,2024-09-10,Central,Furniture,Tables,Conference Table,6,0,2174.85,602.91
ORD-00334,2024-08-30,East,Technology,Machines,Shredder,6,0.3,2752.82,-159.78
ORD-00335,2025-09-22,East,Furniture,Chairs,Office Chair,6,0.2,1363.7,24.32
ORD-00336,2024-11-27,Central,Office Supplies,Storage,Storage Box,2,0.05,1522.65,257.2
ORD-00337,2024-03-01,Central,Technology,Phones,Office Phone,3,0.05,397.18,-17.61
ORD-00338,2024-09-10,South,Office Supplies,Binders,Presentation Binder,5,0.3,1586.82,-74.71
ORD-00339,2025-10-10,West,Office Supplies,Storage,Desk Organizer,5,0.3,3470.33,-295.77
ORD-00340,2025-05-14,Central,Technology,Phones,Office Phone,2,0.3,1439.81,53.31
ORD-00341,2025-12-15,Central,Furniture,Bookcases,Metal Bookcase,4,0.15,2554.02,25.72
ORD-00342,2024-11-26,Central,Office Supplies,Storage,Desk Organizer,3,0.2,1951.94,258.87
ORD-00343,2025-11-29,West,Furniture,Chairs,Conference Chair,8,0,935.24,200.63
ORD-00344,2025-03-27,South,Furniture,Tables,Office Table,3,0.3,708.89,104.37
ORD-00345,2024-10-07,West,Technology,Accessories,Mouse,2,0.1,1049.72,98.15
ORD-00346,2024-02-23,South,Technology,Accessories,Headset,4,0.15,2045.42,217.23
ORD-00347,2024-01-02,East,Office Supplies,Binders,Premium Binder,4,0.2,2091.47,-472.1
ORD-00348,2025-12-13,Central,Furniture,Tables,Computer Table,3,0.15,217.27,-8.97
ORD-00349,2024-04-14,West,Office Supplies,Paper,Printer Paper,3,0.15,1799.78,232.09
ORD-00350,2024-05-16,East,Furniture,Bookcases,Wood Bookcase,3,0.15,848.71,-101.42
ORD-00351,2024-06-04,South,Technology,Machines,Scanner,4,0,2877.37,-332.61
ORD-00352,2024-05-06,South,Office Supplies,Paper,Printer Paper,3,0.05,699.25,-107.51
ORD-00353,2025-07-20,Central,Technology,Phones,Office Phone,5,0.05,2092.73,87.64
ORD-00354,2025-02-05,Central,Technology,Phones,Smartphone,8,0.15,831.14,10.23
ORD-00355,2025-08-31,West,Technology,Phones,Business Phone,6,0.05,1906.27,368.73
ORD-00356,2025-03-06,Central,Technology,Machines,Printer,8,0,264.14,-39.34
ORD-00357,2024-09-25,East,Furniture,Chairs,Ergonomic Chair,5,0.3,2663.31,260.66
ORD-00358,2025-03-09,South,Furniture,Bookcases,Wood Bookcase,5,0,1308.64,72.24
ORD-00359,2024-07-27,East,Technology,Accessories,Mouse,2,0.1,1101.69,144.08
ORD-00360,2024-09-01,West,Furniture,Chairs,Ergonomic Chair,2,0.15,957.86,-184.09
ORD-00361,2025-11-13,East,Furniture,Chairs,Conference Chair,3,0.3,80.07,-2.13
ORD-00362,2024-12-21,Central,Furniture,Tables,Office Table,5,0.3,3290.24,328.56
ORD-00363,2024-01-31,Central,Office Supplies,Paper,Notebook Paper,2,0.1,1122.44,67.64
ORD-00364,2024-03-19,South,Office Supplies,Storage,Storage Box,1,0.15,664.41,-93.51
ORD-00365,2024-06-10,Central,Furniture,Bookcases,Wood Bookcase,4,0.3,1542.47,-362.08
ORD-00366,2024-01-13,East,Furniture,Tables,Conference Table,7,0.05,1103.16,274.97
ORD-00367,2024-02-06,South,Furniture,Tables,Office Table,7,0.3,1745.33,218.09
ORD-00368,2025-08-08,Central,Furniture,Bookcases,Wood Bookcase,3,0.05,1917.87,496.63
ORD-00369,2025-02-14,West,Office Supplies,Paper,Printer Paper,6,0,2708.47,-477.6
ORD-00370,2024-07-24,Central,Technology,Accessories,Headset,4,0.15,1182.93,271.55
ORD-00371,2024-07-19,East,Furniture,Chairs,Ergonomic Chair,1,0.05,436.88,43.7
ORD-00372,2025-12-11,West,Office Supplies,Binders,Presentation Binder,7,0.3,3802.3,-787.77
ORD-00373,2025-06-26,East,Office Supplies,Paper,Copy Paper,3,0.3,661.18,-155.25
ORD-00374,2024-08-25,South,Technology,Accessories,Mouse,2,0.2,179.65,-30.29
ORD-00375,2025-02-07,West,Technology,Machines,Printer,7,0.3,4999.28,-730.32
ORD-00376,2024-09-24,Central,Office Supplies,Storage,Desk Organizer,6,0.1,2182.93,-212.92
ORD-00377,2024-07-26,East,Technology,Phones,Smartphone,2,0.05,732.06,-35.17
ORD-00378,2024-05-03,Central,Furniture,Tables,Conference Table,8,0.1,5342.5,-873
ORD-00379,2025-12-03,Central,Technology,Machines,Shredder,1,0.05,663.62,-27.68
ORD-00380,2024-04-03,East,Office Supplies,Paper,Notebook Paper,1,0.3,234.11,28.62
ORD-00381,2024-06-27,West,Office Supplies,Paper,Notebook Paper,4,0,1521.57,288.78
ORD-00382,2024-05-23,West,Furniture,Chairs,Office Chair,3,0.05,1962.55,-41.74
ORD-00383,2025-10-07,West,Technology,Machines,Scanner,2,0,1595.57,-142.06
ORD-00384,2025-10-23,South,Furniture,Chairs,Ergonomic Chair,2,0,1509.96,-236.62
ORD-00385,2025-08-10,South,Technology,Accessories,Mouse,1,0.15,532.17,-73.44
ORD-00386,2024-08-07,East,Office Supplies,Paper,Printer Paper,3,0,1497.01,155.4
ORD-00387,2025-10-24,Central,Office Supplies,Paper,Notebook Paper,8,0,707.38,-2.7
ORD-00388,2025-03-05,East,Technology,Machines,Printer,1,0.15,606.27,-31.71
ORD-00389,2025-07-11,South,Office Supplies,Storage,Desk Organizer,6,0.15,1333.68,-274.09
ORD-00390,2025-09-03,East,Furniture,Tables,Office Table,8,0.2,2270.86,87.73
ORD-00391,2024-08-26,East,Furniture,Chairs,Conference Chair,4,0.1,1701.48,270.48
ORD-00392,2024-02-27,East,Technology,Accessories,Mouse,3,0.05,605.86,-28
ORD-00393,2025-12-15,Central,Technology,Phones,Office Phone,6,0.2,2619.79,76.05
ORD-00394,2024-07-11,South,Technology,Accessories,Keyboard,8,0,723.21,-52.79
ORD-00395,2024-08-12,West,Technology,Accessories,Keyboard,6,0.2,1009.71,-171.63
ORD-00396,2024-06-30,Central,Furniture,Chairs,Office Chair,3,0,2040.77,440.62
ORD-00397,2024-03-15,Central,Technology,Machines,Scanner,2,0.1,497.98,-70.83
ORD-00398,2024-06-10,South,Technology,Accessories,Headset,6,0.05,3386.75,223.56
ORD-00399,2025-09-20,Central,Furniture,Bookcases,Wood Bookcase,7,0.1,4043.92,-281.14
ORD-00400,2024-06-30,West,Technology,Machines,Scanner,1,0.05,483.74,111.83
ORD-00401,2025-09-18,East,Technology,Machines,Printer,8,0.05,2198.66,-344.55
ORD-00402,2024-12-21,Central,Furniture,Bookcases,Wood Bookcase,6,0.15,166.83,-20.19
ORD-00403,2025-12-10,West,Office Supplies,Paper,Copy Paper,1,0,321.03,50.4
ORD-00404,2024-06-19,South,Office Supplies,Paper,Printer Paper,7,0,4665.29,852.89
ORD-00405,2025-08-14,East,Furniture,Tables,Office Table,1,0.1,34.77,-2.95
ORD-00406,2024-04-17,West,Office Supplies,Binders,Ring Binder,3,0.3,217.84,38.83
ORD-00407,2024-04-05,Central,Technology,Machines,Scanner,1,0.15,726.79,-102.91
ORD-00408,2025-03-20,East,Furniture,Chairs,Ergonomic Chair,4,0.05,1339.99,83.6
ORD-00409,2025-07-07,Central,Technology,Accessories,Mouse,4,0,234.86,19.5
ORD-00410,2025-05-17,East,Furniture,Tables,Office Table,7,0,1748.24,217.71
ORD-00411,2025-09-06,South,Furniture,Chairs,Office Chair,4,0.05,2045.27,525.53
ORD-00412,2025-04-29,West,Office Supplies,Paper,Printer Paper,8,0.3,1677.61,67.54
ORD-00413,2025-01-31,East,Office Supplies,Paper,Printer Paper,3,0.15,158.24,-2.41
ORD-00414,2024-09-26,East,Office Supplies,Storage,File Cabinet,3,0.3,1500.24,-323.41
ORD-00415,2024-12-18,South,Technology,Phones,Office Phone,1,0.15,633.67,-15.8
ORD-00416,2025-07-02,South,Technology,Phones,Business Phone,5,0,1639.74,348.96
ORD-00417,2024-02-05,East,Furniture,Tables,Office Table,3,0.05,1927.4,-259.15
ORD-00418,2025-03-09,West,Technology,Accessories,Keyboard,3,0.2,630.28,119.1
ORD-00419,2024-03-09,West,Office Supplies,Storage,Storage Box,6,0.1,2488.34,539.71
ORD-00420,2024-01-13,South,Furniture,Tables,Office Table,3,0.2,1363.98,162.11
ORD-00421,2024-04-12,West,Technology,Phones,Business Phone,6,0.15,1305.3,109.26
ORD-00422,2025-08-08,South,Furniture,Chairs,Ergonomic Chair,7,0.05,3471.67,418.94
ORD-00423,2025-02-15,West,Office Supplies,Paper,Notebook Paper,4,0,2406.74,586.24
ORD-00424,2025-01-16,West,Office Supplies,Paper,Printer Paper,5,0.15,3317.85,323.6
ORD-00425,2024-08-21,East,Office Supplies,Storage,Storage Box,6,0.1,3442.51,252.3
ORD-00426,2024-04-01,East,Office Supplies,Binders,Ring Binder,8,0.2,5292.7,781.56
ORD-00427,2025-06-11,East,Furniture,Tables,Computer Table,7,0.05,4346.6,211.56
ORD-00428,2025-08-05,West,Furniture,Chairs,Office Chair,1,0.05,45.22,-7.65
ORD-00429,2025-01-04,East,Office Supplies,Paper,Printer Paper,7,0.3,4791.48,279.54
ORD-00430,2024-09-04,Central,Office Supplies,Storage,Storage Box,3,0.15,1379.55,-78.1
ORD-00431,2024-06-16,Central,Technology,Machines,Printer,5,0,1607.61,-168.9
ORD-00432,2025-08-08,East,Furniture,Bookcases,Wood Bookcase,4,0.1,2060.13,64.09
ORD-00433,2025-11-29,West,Office Supplies,Binders,Presentation Binder,3,0.2,1837.32,-233.46
ORD-00434,2025-09-14,Central,Technology,Machines,Shredder,5,0.15,3457.67,602.43
ORD-00435,2025-04-15,Central,Furniture,Tables,Conference Table,7,0.2,663.69,3.52
ORD-00436,2025-11-09,Central,Technology,Machines,Shredder,5,0.1,2699.98,44.82
ORD-00437,2024-12-10,Central,Technology,Accessories,Mouse,5,0.3,2657.77,413.26
ORD-00438,2024-11-01,East,Furniture,Bookcases,Wood Bookcase,1,0.2,318.44,-26.43
ORD-00439,2024-05-23,West,Technology,Accessories,Mouse,5,0.15,1615.01,196.06
ORD-00440,2025-08-20,East,Office Supplies,Storage,Desk Organizer,4,0.3,1616.96,171.48
ORD-00441,2025-11-18,Central,Technology,Accessories,Keyboard,3,0.1,281.18,-41.09
ORD-00442,2024-09-21,East,Technology,Accessories,Headset,2,0.05,586.81,87.93
ORD-00443,2024-11-10,South,Office Supplies,Paper,Printer Paper,5,0.15,3291.49,-3.47
ORD-00444,2025-10-11,West,Office Supplies,Binders,Presentation Binder,2,0.3,587.75,-69.21
ORD-00445,2024-02-25,East,Furniture,Chairs,Ergonomic Chair,7,0.2,4764.19,1066.51
ORD-00446,2024-05-26,Central,Technology,Phones,Smartphone,8,0.1,3995.2,-494.05
ORD-00447,2025-10-11,West,Furniture,Tables,Conference Table,4,0.05,1854.52,-221.84
ORD-00448,2024-03-31,East,Technology,Accessories,Headset,7,0.15,2389.39,5.03
ORD-00449,2024-01-05,West,Technology,Phones,Office Phone,6,0,4294.59,722.14
ORD-00450,2025-06-27,East,Furniture,Bookcases,Wood Bookcase,4,0.05,2215.75,-75.56
ORD-00451,2024-05-12,West,Office Supplies,Storage,Desk Organizer,5,0.05,350.19,-60.05
ORD-00452,2024-10-24,South,Technology,Machines,Shredder,6,0.15,4115.38,989.41
ORD-00453,2024-12-16,South,Office Supplies,Binders,Premium Binder,7,0,1387.16,214.31
ORD-00454,2024-05-14,East,Technology,Phones,Office Phone,3,0,917.82,109.45
ORD-00455,2024-02-08,South,Technology,Accessories,Headset,1,0.2,756.06,56.33
ORD-00456,2025-10-31,West,Furniture,Bookcases,Wood Bookcase,7,0.15,2133.08,73.06
ORD-00457,2025-04-30,East,Furniture,Bookcases,Wood Bookcase,5,0.15,2579.97,225.08
ORD-00458,2024-10-03,East,Office Supplies,Binders,Presentation Binder,2,0.1,212.41,-33.16
ORD-00459,2024-07-22,East,Office Supplies,Storage,File Cabinet,6,0.3,1884.83,-341.58
ORD-00460,2025-07-15,South,Furniture,Bookcases,Metal Bookcase,6,0.05,131.15,15.27
ORD-00461,2024-04-23,South,Furniture,Chairs,Conference Chair,2,0.3,1081.12,174.27
ORD-00462,2025-10-21,East,Office Supplies,Paper,Printer Paper,8,0,782.81,-78
ORD-00463,2024-02-10,Central,Office Supplies,Storage,Storage Box,7,0.3,714.86,97.63
ORD-00464,2024-02-16,West,Furniture,Bookcases,Wood Bookcase,6,0.1,4198.73,983.93
ORD-00465,2024-10-01,West,Office Supplies,Paper,Copy Paper,2,0.15,639.48,-4.79
ORD-00466,2025-01-29,South,Office Supplies,Storage,File Cabinet,2,0.05,1111.95,-184.05
ORD-00467,2024-06-12,West,Office Supplies,Storage,Storage Box,8,0.05,3924.97,651.21
ORD-00468,2025-09-18,West,Technology,Machines,Printer,8,0.15,832.3,-23.56
ORD-00469,2024-02-17,West,Office Supplies,Storage,Storage Box,1,0.3,645,-8.76
ORD-00470,2025-08-13,East,Technology,Accessories,Headset,2,0.15,1032.06,-106.46
ORD-00471,2024-12-20,South,Furniture,Bookcases,Wood Bookcase,1,0.3,692.65,-15.54
ORD-00472,2025-04-25,South,Furniture,Chairs,Ergonomic Chair,6,0.05,1647.73,-106.36
ORD-00473,2025-06-03,East,Technology,Machines,Scanner,7,0.05,563.28,6.66
ORD-00474,2025-08-09,South,Furniture,Tables,Conference Table,6,0,4709.54,766.76
ORD-00475,2024-01-19,West,Office Supplies,Paper,Copy Paper,1,0,637.59,167.72
ORD-00476,2025-10-14,Central,Technology,Machines,Printer,8,0.1,2366.58,-426.06
ORD-00477,2024-08-16,South,Office Supplies,Storage,Desk Organizer,8,0.3,3941.17,292.91
ORD-00478,2024-04-26,West,Technology,Phones,Smartphone,6,0.1,3903.76,931.59
ORD-00479,2024-10-25,Central,Technology,Phones,Smartphone,3,0.15,374.08,41.99
ORD-00480,2025-02-23,West,Office Supplies,Storage,File Cabinet,4,0,2982.27,2.18
ORD-00481,2025-04-13,East,Technology,Accessories,Keyboard,7,0,5199.38,1067.09
ORD-00482,2025-08-25,West,Office Supplies,Paper,Notebook Paper,3,0.15,67.52,8.18
ORD-00483,2025-07-20,South,Technology,Accessories,Headset,3,0.3,1307.78,105.97
ORD-00484,2024-05-11,West,Office Supplies,Storage,Desk Organizer,6,0.2,4032.66,-150.88
ORD-00485,2025-09-15,East,Office Supplies,Paper,Printer Paper,5,0.15,3117.26,-479.86
ORD-00486,2025-09-08,Central,Technology,Machines,Scanner,4,0.05,725.12,98.7
ORD-00487,2025-12-04,Central,Technology,Phones,Office Phone,3,0.2,1262.96,79.52
ORD-00488,2025-12-28,West,Office Supplies,Storage,Storage Box,7,0.3,3906.61,515.83
ORD-00489,2024-10-19,South,Furniture,Bookcases,Wood Bookcase,1,0.15,128.35,11.66
ORD-00490,2024-07-23,Central,Furniture,Tables,Computer Table,5,0.05,3331.42,417.01
ORD-00491,2024-10-29,East,Technology,Phones,Business Phone,8,0,4004.52,523.56
ORD-00492,2025-07-29,East,Technology,Machines,Shredder,7,0.05,2893.02,503.51
ORD-00493,2025-12-13,Central,Technology,Machines,Printer,7,0.15,2323.91,337.04
ORD-00494,2025-12-02,Central,Technology,Phones,Smartphone,5,0.05,2488.69,414.93
ORD-00495,2025-03-29,East,Technology,Machines,Shredder,6,0.2,2544.25,121
ORD-00496,2024-07-17,Central,Office Supplies,Binders,Presentation Binder,2,0.05,1522.19,221.69
ORD-00497,2024-05-02,South,Furniture,Tables,Conference Table,5,0.05,718.53,141.31
ORD-00498,2024-01-06,Central,Office Supplies,Storage,File Cabinet,1,0.05,735.03,60.32
ORD-00499,2025-10-02,Central,Office Supplies,Storage,Desk Organizer,6,0,3789.27,-128.02
ORD-00500,2024-08-13,East,Technology,Phones,Office Phone,3,0.15,1280.9,-40.9
ORD-00501,2024-12-23,East,Furniture,Bookcases,Metal Bookcase,6,0.1,1456.58,338.13
ORD-00502,2025-09-25,South,Technology,Machines,Printer,2,0.3,536.29,-77.46
ORD-00503,2025-10-19,East,Furniture,Bookcases,Metal Bookcase,7,0,2246.88,153.93
ORD-00504,2024-10-16,West,Technology,Accessories,Headset,8,0.15,417.37,81.68
ORD-00505,2024-07-16,Central,Technology,Phones,Smartphone,3,0.2,1242.32,72.54
ORD-00506,2024-08-03,East,Technology,Accessories,Keyboard,4,0.2,2532.41,441.08
ORD-00507,2025-03-21,West,Technology,Machines,Printer,1,0.15,557.44,-111.53
ORD-00508,2024-03-16,West,Furniture,Tables,Computer Table,2,0.2,1255.64,237.38
ORD-00509,2025-02-21,South,Office Supplies,Storage,Storage Box,7,0.1,226.42,23.71
ORD-00510,2025-07-01,West,Technology,Machines,Shredder,2,0.3,882.03,59.45
ORD-00511,2024-03-15,Central,Technology,Phones,Business Phone,5,0.2,415.5,50.7
ORD-00512,2025-03-24,South,Office Supplies,Storage,File Cabinet,8,0.05,3445.23,-447.07
ORD-00513,2025-02-04,Central,Technology,Phones,Business Phone,6,0,2710.49,204.19
ORD-00514,2024-05-06,West,Furniture,Bookcases,Metal Bookcase,2,0.1,358.49,48.78
ORD-00515,2024-12-18,East,Office Supplies,Storage,Desk Organizer,3,0.05,484.41,44.21
ORD-00516,2024-09-15,East,Furniture,Chairs,Conference Chair,1,0.2,360.8,8.24
ORD-00517,2024-10-24,West,Office Supplies,Binders,Premium Binder,8,0.1,2328.83,241.72
ORD-00518,2024-08-28,West,Office Supplies,Storage,File Cabinet,4,0.1,1555.99,-83.96
ORD-00519,2025-11-06,Central,Technology,Machines,Printer,6,0.1,4491.36,-572.32
ORD-00520,2024-11-16,East,Furniture,Bookcases,Metal Bookcase,5,0.1,608.2,80.38
ORD-00521,2025-05-06,South,Office Supplies,Paper,Printer Paper,8,0.2,797.16,53.37
ORD-00522,2024-03-24,Central,Furniture,Bookcases,Wood Bookcase,5,0.3,3289.96,-723.22
ORD-00523,2024-03-18,West,Technology,Machines,Printer,7,0.2,1236.59,-263.56
ORD-00524,2024-09-23,South,Technology,Phones,Business Phone,7,0.05,4944.66,389.23
ORD-00525,2024-10-24,East,Office Supplies,Storage,Desk Organizer,2,0.15,584.84,-124.35
ORD-00526,2024-09-01,East,Technology,Phones,Business Phone,3,0.05,1367.96,92.71
ORD-00527,2024-05-29,South,Office Supplies,Binders,Premium Binder,8,0.05,545.35,-12.3
ORD-00528,2024-02-13,East,Technology,Accessories,Mouse,8,0.15,5448.6,-1085.06
ORD-00529,2025-10-26,Central,Furniture,Bookcases,Metal Bookcase,5,0.2,2111.82,-316.83
ORD-00530,2025-10-31,South,Office Supplies,Storage,Desk Organizer,2,0.2,410.85,89.33
ORD-00531,2024-08-16,South,Office Supplies,Paper,Printer Paper,8,0.2,191.11,33.58
ORD-00532,2025-03-26,East,Furniture,Chairs,Conference Chair,5,0.05,677.36,-81.36
ORD-00533,2025-09-08,West,Technology,Phones,Business Phone,6,0.3,601.64,33.45
ORD-00534,2025-05-05,East,Technology,Phones,Office Phone,7,0,1470.44,-178.18
ORD-00535,2025-08-29,East,Furniture,Bookcases,Wood Bookcase,3,0,449.24,109.76
ORD-00536,2025-06-13,South,Technology,Machines,Shredder,1,0.3,543.73,66.77
ORD-00537,2024-03-28,East,Office Supplies,Storage,Storage Box,8,0.05,1509.72,-5.36
ORD-00538,2024-05-26,East,Technology,Machines,Shredder,5,0.05,2887.77,-100.7
ORD-00539,2025-04-09,West,Furniture,Tables,Conference Table,3,0,98.76,5.97
ORD-00540,2025-05-31,South,Furniture,Bookcases,Wood Bookcase,3,0.15,2088.4,121.99
ORD-00541,2025-06-28,West,Furniture,Tables,Computer Table,3,0.2,1255.83,-288.15
ORD-00542,2025-11-25,South,Technology,Accessories,Mouse,1,0.3,400.76,-59.89
ORD-00543,2025-05-08,South,Office Supplies,Storage,Desk Organizer,2,0.15,239.53,0.48
ORD-00544,2024-08-26,West,Office Supplies,Storage,Desk Organizer,7,0.1,1142.75,138.51
ORD-00545,2024-01-08,West,Technology,Phones,Business Phone,4,0.3,2395.17,-160.31
ORD-00546,2024-04-19,East,Office Supplies,Storage,Desk Organizer,5,0.1,3348.55,-34.03
ORD-00547,2025-01-09,Central,Technology,Accessories,Keyboard,7,0.2,4198.51,-33.86
ORD-00548,2025-01-14,South,Office Supplies,Paper,Notebook Paper,6,0.3,1834.5,-351.29
ORD-00549,2025-11-06,West,Technology,Phones,Business Phone,3,0,561.83,2.39
ORD-00550,2024-12-12,West,Furniture,Tables,Computer Table,1,0,662.14,24.48
ORD-00551,2025-09-06,South,Furniture,Chairs,Ergonomic Chair,4,0.1,321.48,-60.32
ORD-00552,2025-01-28,South,Technology,Machines,Shredder,5,0.3,3568.43,-815.63
ORD-00553,2024-06-28,South,Office Supplies,Binders,Premium Binder,5,0.05,228.19,19
ORD-00554,2025-06-12,East,Technology,Phones,Office Phone,1,0.1,201.45,-41.27
ORD-00555,2024-06-10,West,Office Supplies,Paper,Printer Paper,7,0.15,3214.75,66.42
ORD-00556,2025-12-21,West,Furniture,Bookcases,Metal Bookcase,6,0.1,4512.48,-351.1
ORD-00557,2025-09-12,East,Office Supplies,Paper,Notebook Paper,1,0.1,152.61,4.25
ORD-00558,2025-07-26,West,Technology,Accessories,Mouse,2,0.2,1455.84,251.88
ORD-00559,2025-08-11,Central,Technology,Accessories,Mouse,8,0.05,4825.55,1204.79
ORD-00560,2025-04-14,South,Technology,Phones,Business Phone,2,0.1,141.75,12.26
ORD-00561,2024-08-13,East,Office Supplies,Paper,Printer Paper,1,0.3,618.92,-87.14
ORD-00562,2024-04-05,South,Technology,Machines,Scanner,2,0.2,1418.33,-15.3
ORD-00563,2024-12-28,East,Technology,Accessories,Keyboard,4,0.15,2290.55,-250.73
ORD-00564,2024-09-04,Central,Furniture,Chairs,Office Chair,4,0.2,1131.27,145.16
ORD-00565,2024-05-02,West,Technology,Machines,Scanner,1,0.2,728.87,116.68
ORD-00566,2025-01-15,Central,Office Supplies,Storage,Storage Box,8,0.05,6223.84,1424.41
ORD-00567,2024-10-13,South,Furniture,Bookcases,Wood Bookcase,1,0.2,611.26,-6.1
ORD-00568,2025-07-07,West,Technology,Accessories,Mouse,3,0.15,2257.09,234.04
ORD-00569,2025-04-16,Central,Technology,Phones,Smartphone,4,0.15,1821.77,-123.51
ORD-00570,2025-09-19,Central,Furniture,Bookcases,Metal Bookcase,4,0.1,1511.83,116.44
ORD-00571,2025-01-09,East,Office Supplies,Paper,Copy Paper,7,0.3,3928.46,-342.03
ORD-00572,2025-02-14,Central,Office Supplies,Binders,Presentation Binder,3,0.2,1582,228.64
ORD-00573,2024-10-03,East,Technology,Accessories,Mouse,4,0.05,2543.92,374.54
ORD-00574,2025-04-29,West,Furniture,Tables,Conference Table,3,0.3,1174.56,89.8
ORD-00575,2025-05-13,Central,Office Supplies,Storage,Desk Organizer,1,0.15,93.56,-13.32
ORD-00576,2024-08-08,Central,Office Supplies,Storage,File Cabinet,8,0.3,2079.64,-185
ORD-00577,2025-07-27,Central,Office Supplies,Binders,Ring Binder,2,0.1,1358.27,323.31
ORD-00578,2024-07-22,East,Office Supplies,Paper,Printer Paper,8,0.3,2727.68,-597.18
ORD-00579,2025-09-20,Central,Office Supplies,Storage,File Cabinet,3,0.3,1803.8,-180.02
ORD-00580,2025-10-08,South,Furniture,Chairs,Office Chair,6,0.05,1567.26,169.09
ORD-00581,2025-12-28,Central,Technology,Machines,Scanner,5,0.15,3027.83,648.97
ORD-00582,2025-08-24,South,Office Supplies,Binders,Premium Binder,1,0.05,580.32,65.01
ORD-00583,2025-12-18,West,Furniture,Chairs,Ergonomic Chair,2,0,139.52,31.28
ORD-00584,2025-07-15,West,Furniture,Tables,Computer Table,2,0,449.43,-48.8
ORD-00585,2025-11-01,South,Office Supplies,Binders,Premium Binder,5,0.15,2447.9,-384.6
ORD-00586,2024-06-23,West,Furniture,Bookcases,Metal Bookcase,6,0.15,2219.97,406.51
ORD-00587,2024-10-05,South,Furniture,Bookcases,Wood Bookcase,8,0.3,4470.72,664.15
ORD-00588,2025-03-21,Central,Office Supplies,Paper,Notebook Paper,4,0,1458.6,-17.12
